team,name,confed,prior_matches,stage2_matches,stage1_matches,new_matches,total_matches,prior_weight,new_weight,prior_off,prior_xG_scaled,new_xG,pooled_xG_pre_normalization,xG,prior_def,prior_xGA_scaled,new_xGA,pooled_xGA_pre_normalization,xGA
North Macedonia,North Macedonia,UEFA,53.0,8.0,45.0,4.0,57.0,0.9298245614035088,0.07017543859649122,1.5550069517940426,1.5550069517940426,0.0044848002774901,1.446198379757793,1.4314410574269754,0.7693298182974065,0.7693298182974065,0.611379736019862,0.758245601997228,0.7523574642757298
Northern Ireland,Northern Ireland,UEFA,47.0,8.0,39.0,4.0,51.0,0.9215686274509803,0.0784313725490196,1.9046861100146268,1.9046861100146268,1.5697515868541267,1.8784167356490975,1.8592489633520364,0.7931970580554564,0.7931970580554564,0.9244698569805958,0.8034929638535064,0.7972534588475262
Norway,Norway,UEFA,49.0,8.0,41.0,10.0,59.0,0.8305084745762712,0.1694915254237288,2.208325123215109,2.208325123215109,2.436279656037577,2.2469614847104427,2.2240330017589143,0.6859453476262284,0.6859453476262284,1.0793619537627976,0.7526261283273418,0.7467816284915147
Oman,Oman,AFC,75.0,11.0,64.0,1.0,76.0,0.9868421052631579,0.013157894736842105,0.9411544061361236,0.9411544061361236,0.0024989473127915,0.9288036764147638,0.9193259619969142,0.9366137086551634,0.9366137086551634,2.190805495967049,0.953116232172425,0.9457148313270467
Pakistan,Pakistan,AFC,21.0,4.0,17.0,3.0,24.0,0.875,0.125,0.0794206253795571,0.0794206253795571,0.2022602589758807,0.09477557957909755,0.09380846898312727,1.457948985200451,1.457948985200451,0.0080076262540452,1.2767063153321503,1.2667920835914304
Palestine,Palestine,AFC,44.0,8.0,36.0,2.0,46.0,0.9565217391304348,0.043478260869565216,1.056686922184957,1.056686922184957,0.0028309107934575,1.010867095602718,1.0005519882341665,0.8578567672646112,0.8578567672646112,0.0032231720380405,0.820698784863456,0.8143256684742364
Panama,Panama,CONCACAF,81.0,14.0,67.0,8.0,89.0,0.9101123595505618,0.0898876404494382,1.419684929168095,1.419684929168095,1.3826390740204964,1.4163549646604456,1.4019021710182284,1.0155319311587945,1.0155319311587945,1.1841975133363316,1.030692882365764,1.0226890619361406
Papua New Guinea,Papua New Guinea,OFC,28.0,3.0,25.0,0.0,28.0,1.0,0.0,0.040437269051076,0.040437269051076,0.040437269051076,0.040437269051075996,0.04002463837611654,0.3174111508440385,0.3174111508440385,0.3174111508440385,0.3174111508440385,0.3149463022968315
Paraguay,Paraguay,CONMEBOL,56.0,8.0,48.0,8.0,64.0,0.875,0.125,1.827741258014154,1.827741258014154,1.8669981532184292,1.8326483699146885,1.8139476279608715,0.688222501397397,0.688222501397397,0.6414800250495787,0.6823796918539198,0.6770806890065494
Peru,Peru,CONMEBOL,60.0,6.0,54.0,4.0,64.0,0.9375,0.0625,0.7489577336726575,0.7489577336726575,1.7268249602852193,0.8100744353359426,0.8018082598779049,0.7987184336600804,0.7987184336600804,1.2091982476710306,0.8243734220357648,0.8179717703412429
Philippines,Philippines,AFC,47.0,4.0,43.0,1.0,48.0,0.9791666666666666,0.020833333333333332,0.1247660628868246,0.1247660628868246,0.0009813999726039,0.12218721574277834,0.12094039085854404,2.867315150197835,2.867315150197835,2.188006754893197,2.853162891962322,2.831006725140528
Poland,Poland,UEFA,58.0,8.0,50.0,4.0,62.0,0.9354838709677419,0.06451612903225806,2.148152363516137,2.148152363516137,1.7790672152026323,2.1243404184636523,2.1026631875011184,0.9393682970265128,0.9393682970265128,1.3855502669943296,0.9681542305728236,0.9606360525177866
Portugal,Portugal,UEFA,63.0,8.0,55.0,9.0,72.0,0.875,0.125,2.2879967439633213,2.2879967439633213,1.7629820806292815,2.2223699110465662,2.1996923658531347,0.9678553375009054,0.9678553375009054,0.6744237043759093,0.9311763833602809,0.923945355875532
Puerto Rico,Puerto Rico,CONCACAF,30.0,4.0,26.0,2.0,32.0,0.9375,0.0625,0.2768045666238835,0.2768045666238835,0.0018231645128642,0.2596182289919448,0.2569690282033007,0.811397681814399,0.811397681814399,1.436936763542017,0.8504938744223751,0.8438893849921709
Qatar,Qatar,AFC,79.0,10.0,69.0,5.0,84.0,0.9404761904761905,0.05952380952380952,0.8942883958943375,0.8942883958943375,0.935561454033886,0.896745125545501,0.8875945435427187,1.453381464485325,1.453381464485325,0.864930699060453,1.418354633210035,1.407340434912982
Republic of Ireland,Rep of Ireland,UEFA,49.0,8.0,41.0,5.0,54.0,0.9074074074074074,0.09259259259259259,1.8774174084594577,1.8774174084594577,1.2875128790411363,1.8227966186985018,1.804196406153551,0.7828083529864158,0.7828083529864158,0.6309401969687357,0.7687464866884824,0.7627768046031307
Romania,Romania,UEFA,53.0,8.0,45.0,4.0,57.0,0.9298245614035088,0.07017543859649122,1.8673005684603885,1.8673005684603885,1.0607731071586195,1.8107021501234224,1.7922253521623077,1.1310902494389774,1.1310902494389774,1.1851107017241234,1.1348811583712684,1.1260682664264656
Rwanda,Rwanda,CAF,38.0,6.0,32.0,2.0,40.0,0.95,0.05,0.3838622733107503,0.3838622733107503,1.4922548845178003,0.43928190387110283,0.43479937592731766,1.201091846738796,1.201091846738796,0.0036687482572823,1.1412206918147203,1.132358570377644
Saint Kitts and Nevis,St. Kitts and Nevis,CONCACAF,39.0,6.0,33.0,2.0,41.0,0.9512195121951219,0.04878048780487805,0.2462450154734192,0.2462450154734192,0.6155518465750941,0.26425998284423263,0.261563416591253,1.9051943363843007,1.9051943363843007,1.3380200708920231,1.8775272990432137,1.8629474066132152
Saint Lucia,St. Lucia,CONCACAF,28.0,4.0,24.0,1.0,29.0,0.9655172413793104,0.034482758620689655,0.0064687663486171,0.0064687663486171,1.6490604506047448,0.06310985890917323,0.062465872203607234,2.867315150197835,2.867315150197835,1.20895312277742,2.810130252700579,2.7883082547889977
Saint Martin,St. Martin,CONCACAF,18.0,4.0,14.0,2.0,20.0,0.9,0.1,0.0325870680318229,0.0325870680318229,0.1572858266480446,0.04505694389344507,0.04459717305316208,2.867315150197835,2.867315150197835,1.4750196756198717,2.728085602740039,2.7069007205558777
Saint Vincent and the Grenadines,St. Vincent and the Grenadines,CONCACAF,40.0,7.0,33.0,2.0,42.0,0.9523809523809523,0.047619047619047616,0.1736860263864797,0.1736860263864797,0.1237677489689183,0.171308965557072,0.16956089167020452,1.1797239718456871,1.1797239718456871,1.977294887628878,1.2177035392639344,1.2082474921411341
San Marino,San Marino,UEFA,49.0,8.0,41.0,4.0,53.0,0.9245283018867925,0.07547169811320754,0.4355562729708286,0.4355562729708286,0.5561879942851449,0.4446605538247393,0.4401231409687723,1.2733446585525643,1.2733446585525643,0.6525304627197102,1.2264907569802737,1.216966472932701
Saudi Arabia,Saudi Arabia,AFC,81.0,18.0,63.0,8.0,89.0,0.9101123595505618,0.0898876404494382,1.3595483261966437,1.3595483261966437,0.9826818501232372,1.3256726878979104,1.312145235900801,1.0575002626564582,1.0575002626564582,0.8978146546692295,1.0431465001407523,1.035045971446159
Scotland,Scotland,UEFA,55.0,8.0,47.0,7.0,62.0,0.8870967741935484,0.11290322580645161,1.978247518051636,1.978247518051636,1.0246323283673913,1.8705812869582534,1.8514934692812193,0.9044331124263532,0.9044331124263532,0.9129641837959152,0.9053962979035618,0.898365465043406
Senegal,Senegal,CAF,75.0,15.0,60.0,8.0,83.0,0.9036144578313253,0.0963855421686747,2.0713683268873324,2.0713683268873324,1.99398450566289,2.063909645323531,2.0428490630935716,0.5686782291480006,0.5686782291480006,0.8967891837155844,0.6003033813954786,0.5956417401343526
Serbia,Serbia,UEFA,54.0,8.0,46.0,4.0,58.0,0.9310344827586207,0.06896551724137931,1.0750213133705289,1.0750213133705289,1.234142692293067,1.0859952015720833,1.07491347069502,0.9722279320696388,0.9722279320696388,1.1399913728479285,0.9837978245371071,0.9761581665348362
Seychelles,Seychelles,CAF,30.0,4.0,26.0,0.0,30.0,1.0,0.0,0.0034414684404991,0.0034414684404991,0.0034414684404991,0.0034414684404991,0.00340635094916552,1.632889869204233,1.632889869204233,1.632889869204233,1.632889869204233,1.6202097027666191
Sierra Leone,Sierra Leone,CAF,39.0,4.0,35.0,3.0,42.0,0.9285714285714286,0.07142857142857142,1.164234087784341,1.164234087784341,0.9956337054823816,1.1521912033342008,1.1404339940796977,1.5670074017462012,1.5670074017462012,1.2462347934245404,1.5440950725803682,1.5321044399693884
Singapore,Singapore,AFC,56.0,8.0,48.0,1.0,57.0,0.9824561403508771,0.017543859649122806,0.2375792456612904,0.2375792456612904,0.9621390663744696,0.25029082146327597,0.2477367995666415,0.5724378747055279,0.5724378747055279,1.3684649996953728,0.5864032628632443,0.5818495626334245
Sint Maarten,Sint Maarten,CONCACAF,21.0,2.0,19.0,2.0,23.0,0.9130434782608695,0.08695652173913043,0.0006947188333796,0.0006947188333796,0.0008509857480565,0.0007083072607428088,0.0007010795396345949,2.867315150197835,2.867315150197835,2.3009470749942142,2.818065752354042,2.7961821315135236
Slovakia,Slovakia,UEFA,56.0,8.0,48.0,4.0,60.0,0.9333333333333333,0.06666666666666667,1.5368879153053026,1.5368879153053026,1.9588660936614504,1.565019793862379,1.5490499920181777,0.6402928898517546,0.6402928898517546,1.1049869602707536,0.6712724945463545,0.666059744368666
Slovenia,Slovenia,UEFA,54.0,8.0,46.0,4.0,58.0,0.9310344827586207,0.06896551724137931,1.1700257559132148,1.1700257559132148,1.3131448678883393,1.179896039497706,1.167856124078468,0.7949710595451135,0.7949710595451135,1.298012045877792,0.8296635413611603,0.8232208093740933
Solomon Islands,Solomon Islands,OFC,30.0,2.0,28.0,2.0,32.0,0.9375,0.0625,0.0059129146389868,0.0059129146389868,0.5928092651678413,0.042593936547040204,0.042159298768599085,0.5154012049834891,0.5154012049834891,2.8370273624277367,0.6605028398237546,0.6553737211370403
Somalia,Somalia,CAF,20.0,6.0,14.0,0.0,20.0,1.0,0.0,0.2854884336962092,0.2854884336962092,0.2854884336962092,0.2854884336962092,0.282575247720658,1.141767558832842,1.141767558832842,1.141767558832842,1.141767558832842,1.1329011907132798
South Africa,South Africa,CAF,68.0,11.0,57.0,8.0,76.0,0.8947368421052632,0.10526315789473684,1.4146810868442845,1.4146810868442845,1.0770766312141735,1.3791437757253255,1.3650706931359726,0.9014982912046804,0.9014982912046804,0.8626123814698583,0.8974050375483834,0.8904362606255329
South Korea,South Korea,AFC,66.0,8.0,58.0,7.0,73.0,0.9041095890410958,0.0958904109589041,2.051268565794209,2.051268565794209,0.6473398665378344,1.9166452658655155,1.8970874013442247,0.3455487840288864,0.3455487840288864,1.153797400729922,0.4230520760413145,0.41976687546707353
South Sudan,South Sudan,CAF,32.0,5.0,27.0,0.0,32.0,1.0,0.0,0.4122366786381907,0.4122366786381907,0.4122366786381907,0.4122366786381907,0.40803012604596034,0.9891326137405922,0.9891326137405922,0.9891326137405922,0.9891326137405922,0.9814515285629279
Spain,Spain,UEFA,65.0,8.0,57.0,11.0,76.0,0.8552631578947368,0.14473684210526316,2.7443401776395726,2.7443401776395726,1.729695962696394,2.597483778108323,2.570978489553765,0.4620084952670452,0.4620084952670452,0.4039982821601858,0.453612280212105,0.45008976511802934
Sri Lanka,Sri Lanka,AFC,34.0,7.0,27.0,0.0,34.0,1.0,0.0,0.1289495409778927,0.1289495409778927,0.1289495409778927,0.1289495409778927,0.12763371185841849,0.4663340098397795,0.4663340098397795,0.4663340098397795,0.4663340098397795,0.462712704464684
Sudan,Sudan,CAF,58.0,13.0,45.0,0.0,58.0,1.0,0.0,0.6356258311862544,0.6356258311862544,0.6356258311862544,0.6356258311862544,0.6291397671691031,1.2084247923027651,1.2084247923027651,1.2084247923027651,1.2084247923027651,1.1990407990630951
Suriname,Suriname,CONCACAF,40.0,11.0,29.0,1.0,41.0,0.975609756097561,0.024390243902439025,1.2124452554645433,1.2124452554645433,2.0115406149882427,1.2319353861846336,1.219364449970674,0.9623706718713504,0.9623706718713504,1.632989401119643,0.9787272262432599,0.9711269438483199
Sweden,Sweden,UEFA,56.0,8.0,48.0,8.0,64.0,0.875,0.125,1.680750239994618,1.680750239994618,2.36679988813706,1.7665064460124231,1.7484806306138203,1.0984348247069553,1.0984348247069553,1.2095337677093978,1.1123221925822606,1.103684481735865
Switzerland,Switzerland,UEFA,62.0,8.0,54.0,10.0,72.0,0.8611111111111112,0.1388888888888889,2.3765643598586763,2.3765643598586763,1.9645384737589489,2.319338542344825,2.2956715081794266,0.4669278403808025,0.4669278403808025,0.8956034569333565,0.526466120457546,0.5223778606446415
Syria,Syria,AFC,59.0,11.0,48.0,1.0,60.0,0.9833333333333333,0.016666666666666666,0.9953728872074836,0.9953728872074836,1.696980333711233,1.0070663446492127,0.9967900209687811,0.7777278378094638,0.7777278378094638,1.4306223841134222,0.7886094135811964,0.7824854864217047
São Tomé and Príncipe,Sao Tome and Principe,CAF,20.0,4.0,16.0,0.0,20.0,1.0,0.0,0.8783801534071634,0.8783801534071634,0.8783801534071634,0.8783801534071634,0.8694169715683111,1.2449591478227418,1.2449591478227418,1.2449591478227418,1.2449591478227418,1.2352914479367012
Taiwan,Chinese Taipei,AFC,28.0,5.0,23.0,0.0,28.0,1.0,0.0,0.1796394032591468,0.1796394032591468,0.1796394032591468,0.1796394032591468,0.17780632377688727,2.867315150197835,2.867315150197835,2.867315150197835,2.867315150197835,2.845049084360021
Tajikistan,Tajikistan,AFC,44.0,5.0,39.0,2.0,46.0,0.9565217391304348,0.043478260869565216,0.1572583364634953,0.1572583364634953,0.000602013137557,0.15044719197106318,0.14891199615231582,1.575197154424329,1.575197154424329,2.8370273624277367,1.6300593373809988,1.6174011513691946
Tanzania,Tanzania,CAF,49.0,10.0,39.0,1.0,50.0,0.98,0.02,0.994623791756703,0.994623791756703,0.0011948050673178,0.9747552120229153,0.9648085981566518,1.411501311524872,1.411501311524872,2.8246157239445195,1.439763599773265,1.4285831506687332
Thailand,Thailand,AFC,74.0,8.0,66.0,2.0,76.0,0.9736842105263158,0.02631578947368421,0.4337652549455191,0.4337652549455191,0.8898781679104897,0.4457682263393341,0.44121951055248043,1.0309914498949264,1.0309914498949264,0.5437313904887762,1.0181688167526592,1.0102622516489734
Togo,Togo,CAF,37.0,4.0,33.0,4.0,41.0,0.9024390243902439,0.0975609756097561,0.4382688332632496,0.4382688332632496,1.343274204821527,0.526562040244545,0.5211888868350085,0.950962638356767,0.950962638356767,0.7555068617642995,0.9318937821038433,0.9246571836766555
Trinidad and Tobago,Trinidad and Tobago,CONCACAF,60.0,13.0,47.0,4.0,64.0,0.9375,0.0625,0.878251097838409,0.878251097838409,1.1517351110033671,0.895343848661219,0.8862075655920723,1.585562804988701,1.585562804988701,1.397091283500251,1.573783334895673,1.5615621588080624
Tunisia,Tunisia,CAF,74.0,16.0,58.0,7.0,81.0,0.9135802469135802,0.08641975308641975,1.7427018299698864,1.7427018299698864,0.9103013423286686,1.670765985358917,1.653717126412306,0.9763093257422892,0.9763093257422892,0.9178686367137466,0.9712588958262424,0.9637166085689322
Turkey,Turkey,UEFA,58.0,8.0,50.0,7.0,65.0,0.8923076923076924,0.1076923076923077,2.1055045472955696,2.1055045472955696,1.841624080441001,2.0770866508650774,2.0558916076089866,1.0178166137743154,1.0178166137743154,0.7058851233205449,0.9842239917254477,0.9765810243322741
Turkmenistan,Turkmenistan,AFC,24.0,4.0,20.0,0.0,24.0,1.0,0.0,0.4067013706774944,0.4067013706774944,0.4067013706774944,0.4067013706774944,0.4025513015697705,1.0387128419922322,1.0387128419922322,1.0387128419922322,1.0387128419922322,1.0306467427618125
Turks and Caicos Islands,Turks and Caicos Islands,CONCACAF,20.0,1.0,19.0,0.0,20.0,1.0,0.0,0.0003814930009888,0.0003814930009888,0.0003814930009888,0.0003814930009888,0.0003776001635597569,2.867315150197835,2.867315150197835,2.867315150197835,2.867315150197835,2.845049084360021
Uganda,Uganda,CAF,51.0,11.0,40.0,0.0,51.0,1.0,0.0,1.489900365293194,1.489900365293194,1.489900365293194,1.489900365293194,1.4746970984114283,1.080030233830907,1.080030233830907,1.080030233830907,1.080030233830907,1.0716432854022875
Ukraine,Ukraine,UEFA,55.0,8.0,47.0,4.0,59.0,0.9322033898305084,0.06779661016949153,1.88446725154041,1.88446725154041,2.4162128323638394,1.920517799392846,1.9009204186984632,1.175106576683382,1.175106576683382,0.6366240438230985,1.1385992863199728,1.1297575213433049
United Arab Emirates,United Arab Emirates,AFC,68.0,13.0,55.0,0.0,68.0,1.0,0.0,1.5418798598956065,1.5418798598956065,1.5418798598956065,1.5418798598956065,1.5261461829627874,1.3783602004602742,1.3783602004602742,1.3783602004602742,1.3783602004602742,1.3676565779548955
United States,USA,CONCACAF,85.0,14.0,71.0,9.0,94.0,0.9042553191489362,0.09574468085106383,2.0929703549364342,2.0929703549364342,2.3963972821940214,2.122021869248331,2.1003682972654976,1.054837015477059,1.054837015477059,0.9409226190271212,1.0439303179446182,1.0358237025319939
United States Virgin Islands,US Virgin Islands,CONCACAF,19.0,1.0,18.0,1.0,20.0,0.95,0.05,0.0003573987061895,0.0003573987061895,0.0017638853198881,0.00042772303687442997,0.00042335845811966095,2.867315150197835,2.867315150197835,1.3546591836836055,2.7916823518721237,2.770003610684306
Uruguay,Uruguay,CONMEBOL,64.0,8.0,56.0,5.0,69.0,0.927536231884058,0.07246376811594203,1.3454853337582944,1.3454853337582944,1.5552203475225188,1.360683523161499,1.3467988129982296,0.4957505640356491,0.4957505640356491,0.9723385912904824,0.5302859283294775,0.5261680058917448
Uzbekistan,Uzbekistan,AFC,55.0,7.0,48.0,7.0,62.0,0.8870967741935484,0.11290322580645161,1.3371074253104314,1.3371074253104314,1.4946365627869955,1.3548929730900436,1.3410673509572084,0.4487361952682881,0.4487361952682881,1.070271390337125,0.518909523743802,0.5148799444983009
Vanuatu,Vanuatu,OFC,26.0,3.0,23.0,1.0,27.0,0.9629629629629629,0.037037037037037035,0.0361666728615132,0.0361666728615132,0.2453296249202413,0.04391344886368831,0.043465346495016134,0.2327056130329961,0.2327056130329961,1.5431657054643928,0.2812411720119367,0.2790572005528211
Venezuela,Venezuela,CONMEBOL,56.0,7.0,49.0,4.0,60.0,0.9333333333333333,0.06666666666666667,1.1936862683927798,1.1936862683927798,1.4215251035851484,1.208875524072271,1.1965398956991025,0.7993262445432736,0.7993262445432736,0.8310809787500979,0.8014432268237286,0.7952196390006405
Vietnam,Vietnam,AFC,65.0,4.0,61.0,1.0,66.0,0.9848484848484849,0.015151515151515152,0.1726381049205835,0.1726381049205835,0.0853913124705276,0.17131618382285538,0.16956803627923628,1.934709796037135,1.934709796037135,0.0073452775288962,1.905507303332465,1.8907101328618565
Wales,Wales,UEFA,55.0,8.0,47.0,4.0,59.0,0.9322033898305084,0.06779661016949153,1.5865154283662126,1.5865154283662126,2.1369054500282005,1.6238300061060085,1.6072600920845495,0.8876648047229466,0.8876648047229466,1.16742805588467,0.9066318048017076,0.8995913776428799
Yemen,Yemen,AFC,29.0,5.0,24.0,0.0,29.0,1.0,0.0,0.1543583327167242,0.1543583327167242,0.1543583327167242,0.1543583327167242,0.15278322676844494,1.6687714557179902,1.6687714557179902,1.6687714557179902,1.6687714557179902,1.6558126516957963
Zambia,Zambia,CAF,57.0,8.0,49.0,1.0,58.0,0.9827586206896551,0.017241379310344827,1.027378743968428,1.027378743968428,0.0050123850949772,1.0097517377809548,0.9994480117658333,1.134042161110672,1.134042161110672,1.0922360120498007,1.1333213654372085,1.1245205860263772
Zimbabwe,Zimbabwe,CAF,37.0,11.0,26.0,3.0,40.0,0.925,0.075,0.9806903863399395,0.9806903863399395,0.415808849421667,0.9383242710710691,0.9287494064378059,1.3427757524975945,1.3427757524975945,0.8821539780799408,1.3082291194162705,1.2980700981095759
